   -6.000000000000000        -4.231591872184892     
   -6.000000000000000        -4.178849553950021     
   -6.000000000000000        -4.126159754266592     
   -6.000000000000000        -4.073574531101153     
   -6.000000000000000        -4.021092957729063     
   -6.000000000000000        -3.968714096344152     
   -6.000000000000000        -3.916436998116271     
   -6.000000000000000        -3.864260703251202     
   -6.000000000000000        -3.812184241052911     
   -6.000000000000000        -3.760206629988163     
   -6.000000000000000        -3.708326877753488     
   -6.000000000000000        -3.656543981344509     
   -6.000000000000000        -3.604856927127609     
   -6.000000000000000        -3.553264690913955     
   -6.000000000000000        -3.501766238035857     
   -6.000000000000000        -3.450360523425469     
   -6.000000000000000        -3.399046491695829     
   -6.000000000000000        -3.347823077224213     
   -6.000000000000000        -3.296689204237816     
   -6.000000000000000        -3.245643786901739     
   -6.000000000000000        -3.194685729409274     
   -6.000000000000000        -3.143813926074489     
   -6.000000000000000        -3.093027261427093     
   -6.000000000000000        -3.042324610309552     
   -6.000000000000000        -2.991704837976474     
   -6.000000000000000        -2.941166800196249     
   -6.000000000000000        -2.890709343354877     
   -6.000000000000000        -2.840331304562059     
   -6.000000000000000        -2.790031511759447     
   -6.000000000000000        -2.739808783831080     
   -6.000000000000000        -2.689661930715999     
   -6.000000000000000        -2.639589753522981     
   -6.000000000000000        -2.589591044647420     
   -6.000000000000000        -2.539664587890296     
   -6.000000000000000        -2.489809158579221     
   -6.000000000000000        -2.440023523691565     
   -6.000000000000000        -2.390306441979598     
   -6.000000000000000        -2.340656664097665     
   -6.000000000000000        -2.291072932731338     
   -6.000000000000000        -2.241553982728519     
   -6.000000000000000        -2.192098541232507     
   -6.000000000000000        -2.142705327816966     
   -6.000000000000000        -2.093373054622762     
   -6.000000000000000        -2.044100426496670     
   -6.000000000000000        -1.994886141131897     
   -6.000000000000000        -1.945728889210407     
   -6.000000000000000        -1.896627354546996     
   -6.000000000000000        -1.847580214235120     
   -6.000000000000000        -1.798586138794404     
   -6.000000000000000        -1.749643792319825     
   -6.000000000000000        -1.700751832632531     
   -6.000000000000000        -1.651908911432246     
   -6.000000000000000        -1.603113674451260     
   -6.000000000000000        -1.554364761609933     
   -6.000000000000000        -1.505660807173675     
   -6.000000000000000        -1.457000439911408     
   -6.000000000000000        -1.408382283255435     
   -6.000000000000000        -1.359804955462668     
   -6.000000000000000        -1.311267069777224     
   -6.000000000000000        -1.262767234594297     
   -6.000000000000000        -1.214304053625296     
   -6.000000000000000        -1.165876126064203     
   -6.000000000000000        -1.117482046755101     
   -6.000000000000000        -1.069120406360859     
   -6.000000000000000        -1.020789791532873     
   -6.000000000000000       -0.9724887850818781     
   -6.000000000000000       -0.9242159661497727     
   -6.000000000000000       -0.8759699103823928     
   -6.000000000000000       -0.8277491901032092     
   -6.000000000000000       -0.7795523744879003     
   -6.000000000000000       -0.7313780297397472     
   -6.000000000000000       -0.6832247192658214     
   -6.000000000000000       -0.6350910038539059     
   -6.000000000000000       -0.5869754418501090     
   -6.000000000000000       -0.5388765893371190     
   -6.000000000000000       -0.4907930003130657     
   -6.000000000000000       -0.4427232268709286     
   -6.000000000000000       -0.3946658193784498     
   -6.000000000000000       -0.3466193266585111     
   -6.000000000000000       -0.2985822961699158     
   -6.000000000000000       -0.2505532741885224     
   -6.000000000000000       -0.2025308059887085     
   -6.000000000000000       -0.1545134360250994     
   -6.000000000000000       -0.1064997081145064     
   -6.000000000000000       -5.8488165618040891E-002
   -6.000000000000000       -1.0477352736176872E-002
