    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000     
    0.000000        0.000000        0.000000        0.000000    
    0.000000       2.4945547E-03   4.6409895E-03   6.4776274E-03 
   8.0459993E-03   9.3937926E-03   1.0576361E-02   1.1652431E-02 
   1.2678141E-02   1.3701092E-02   1.4754933E-02   1.5854193E-02 
   1.6988786E-02   1.8117864E-02   1.9163512E-02   2.0005975E-02 
   2.0483615E-02   2.0401830E-02   1.9555304E-02   1.7765893E-02 
   1.4933557E-02   1.1089808E-02   6.4337719E-03   1.3243981E-03 
   4.9155141E-04   4.0746550E-04   4.2783303E-04   4.4043010E-04 
   4.3174700E-04   4.0626660E-04   3.7065052E-04   3.3046899E-04 
   2.8966629E-04   2.5072991E-04   2.1503419E-04   1.8318169E-04 
   1.5528277E-04   1.3116118E-04   1.1049293E-04   9.2894195E-05 
   7.7973695E-05   6.5361601E-05   5.4723296E-05   4.5763922E-05 
   3.8227889E-05   3.1895870E-05   2.6580843E-05   2.2123942E-05 
   1.8390534E-05   1.5266656E-05   1.2655896E-05   1.0476720E-05 
   8.6601885E-06   7.1480426E-06   5.8910678E-06   4.8477136E-06 
   3.9829270E-06   3.2671603E-06   2.6755331E-06   2.1871217E-06 
   1.7843557E-06   1.4525057E-06   1.1792479E-06   9.5429289E-07 
   7.6907151E-07   6.1646716E-07   4.9059054E-07   3.8658911E-07 
   3.0048827E-07   2.2905925E-07   1.6971141E-07   1.2040549E-07 
   7.9585021E-08   4.6121688E-08   1.9268375E-08  -1.3911459E-09 
  -1.6013185E-08  -2.4608173E-08  -2.7219500E-08  -2.4172133E-08 
  -1.6353994E-08  -5.4639719E-09   5.4255849E-09   5.4255849E-09
    0.000000       7.4128406E-03   1.3830447E-02   1.9322660E-02 
   2.4008872E-02   2.8033001E-02   3.1562097E-02   3.4773082E-02 
   3.7835184E-02   4.0892463E-02   4.4047840E-02   4.7347784E-02 
   5.0765913E-02   5.4184336E-02   5.7374045E-02   5.9979241E-02 
   6.1514921E-02   6.1390687E-02   5.8974463E-02   5.3705007E-02 
   4.5248404E-02   3.3670343E-02   1.9564787E-02   4.0519601E-03 
   1.5336096E-03   1.2795300E-03   1.3335055E-03   1.3596339E-03 
   1.3210115E-03   1.2335590E-03   1.1182904E-03   9.9197379E-04 
   8.6601952E-04   7.4732257E-04   6.3947390E-04   5.4385740E-04 
   4.6049876E-04   3.8866530E-04   3.2725805E-04   2.7505271E-04 
   2.3083783E-04   1.9348785E-04   1.6199501E-04   1.3547738E-04 
   1.1317403E-04   9.4433839E-05   7.8702673E-05   6.5510358E-05 
   5.4458647E-05   4.5210520E-05   3.7480866E-05   3.1028547E-05 
   2.5649666E-05   2.1171862E-05   1.7449511E-05   1.4359648E-05 
   1.1798515E-05   9.6786389E-06   7.9263591E-06   6.4797218E-06 
   5.2866985E-06   4.3036716E-06   3.4941438E-06   2.8276427E-06 
   2.2787881E-06   1.8265022E-06   1.4533412E-06   1.1449321E-06 
   8.8950128E-07   6.7748476E-07   5.0120855E-07   3.5463282E-07 
   2.3315081E-07   1.3343049E-07   5.3282232E-08  -8.4804510E-09 
  -5.2239304E-08  -7.7900722E-08  -8.5431772E-08  -7.5635434E-08 
  -5.1069332E-08  -1.6899589E-08   1.7275635E-08   1.7275635E-08
    0.000000       1.2172777E-02   2.2765199E-02   3.1837504E-02 
   3.9575163E-02   4.6215083E-02   5.2034885E-02   5.7329521E-02 
   6.2382337E-02   6.7436658E-02   7.2669946E-02   7.8169003E-02 
   8.3902933E-02   8.9691676E-02   9.5171437E-02   9.9764265E-02 
   0.1026666       0.1028780       9.9295303E-02   9.0892039E-02 
   7.6987222E-02   5.7570919E-02   3.3595491E-02   7.0627239E-03 
   2.7831681E-03   2.3417622E-03   2.3979212E-03   2.3955202E-03 
   2.2852886E-03   2.1012980E-03   1.8810685E-03   1.6519581E-03 
   1.4310667E-03   1.2277293E-03   1.0460576E-03   8.8693463E-04 
   7.4941450E-04   6.3163514E-04   5.3137791E-04   4.4638678E-04 
   3.7453664E-04   3.1391036E-04   2.6282357E-04   2.1982004E-04 
   1.8365341E-04   1.5326291E-04   1.2774864E-04   1.0634855E-04 
   8.8417706E-05   7.3410542E-05   6.0865488E-05   5.0392067E-05 
   4.1660005E-05   3.4390010E-05   2.8346010E-05   2.3328594E-05 
   1.9169443E-05   1.5726628E-05   1.2880593E-05   1.0530774E-05 
   8.5927086E-06   6.9955722E-06   5.6801014E-06   4.5968086E-06 
   3.7044736E-06   2.9688624E-06   2.3616406E-06   1.8594601E-06 
   1.4431946E-06   1.0973057E-06   8.0932563E-07   5.6944384E-07 
   3.7018563E-07   2.0616771E-07   7.3904467E-08  -2.8384111E-08 
  -1.0105149E-07  -1.4352428E-07  -1.5518286E-07  -1.3674439E-07 
  -9.2055203E-08  -2.9932306E-08   3.2266357E-08   3.2266357E-08
    0.000000       1.6723195E-02   3.1308439E-02   4.3813467E-02 
   5.4479960E-02   6.3629389E-02   7.1644269E-02   7.8934297E-02 
