    0.000000       7.4233519E-08   1.5536803E-07   2.4902008E-07 
   3.6164070E-07   5.0088948E-07   6.7606936E-07   8.9864159E-07 
   1.1828431E-06   1.5464307E-06   2.0115820E-06   2.6059877E-06 
   3.3641727E-06   4.3290929E-06   5.5540604E-06   7.1050563E-06 
   9.0635021E-06   1.1529564E-05   1.4626089E-05   1.8503257E-05 
   2.3344081E-05   2.9370858E-05   3.6852733E-05   4.6114499E-05 
   5.7546818E-05   7.1618037E-05   8.8887740E-05   1.1002234E-04 
   1.3581278E-04   1.6719461E-04   2.0527076E-04   2.5133690E-04 
   3.0691002E-04   3.7376003E-04   4.5394470E-04   5.4984802E-04 
   6.6422223E-04   8.0023322E-04   9.6150948E-04   1.1521947E-03 
   1.3770030E-03   1.6412779E-03   1.9510533E-03   2.3131156E-03 
   2.7350697E-03   3.2254017E-03   3.7935448E-03   4.4499408E-03 
   5.2061002E-03   6.0746577E-03   7.0694205E-03   8.2054110E-03 
   9.4988998E-03   1.0967423E-02   1.2629791E-02   1.4506082E-02 
   1.6617613E-02   1.8986894E-02   2.1637565E-02   2.4594301E-02 
   2.7882705E-02   3.1529158E-02   3.5560660E-02   4.0004641E-02 
   4.4888735E-02   5.0240543E-02   5.6087356E-02   6.2455878E-02 
   6.9371916E-02   7.6860033E-02   8.4943250E-02   9.3642674E-02 
   0.1029772       0.1129630       0.1236134       0.1349386     
   0.1469451       0.1596356       0.1730088       0.1870592     
   0.2017769       0.2171474       0.2331519       0.2497667     
   0.2669641       0.2847117       0.3029732       0.3217081     
   0.3408726       0.3604193       0.3802981       0.4004562     
   0.4208390       0.4413902       0.4620522       0.4827671     
   0.5034875       0.5241549       0.5447115       0.5651006     
   0.5852670       0.6051573       0.6247201       0.6439069     
   0.6626719       0.6809727       0.6987703       0.7160295     
   0.7327192       0.7488123       0.7642859       0.7791214     
   0.7933046       0.8068252       0.8196774       0.8318590     
   0.8433718       0.8542213       0.8644161       0.8739680     
   0.8828917       0.8912044       0.8989253       0.9060758     
   0.9126787       0.9187582       0.9243394       0.9294481     
   0.9341106       0.9383535       0.9422030       0.9456853     
   0.9488262       0.9516507       0.9541831       0.9564469     
   0.9584645       0.9602572       0.9618455       0.9632481     
   0.9644832       0.9655674       0.9665161       0.9673438     
   0.9680636       0.9686876       0.9692268       0.9696913     
   0.9700900       0.9704311       0.9707220       0.9709692     
   0.9711784       0.9713550       0.9715033       0.9716274     
   0.9717308       0.9718165       0.9718874       0.9719455     
   0.9719929       0.9720314       0.9720624       0.9720871     
   0.9721067       0.9721220       0.9721336       0.9721425     
   0.9721490       0.9721535       0.9721565       0.9721583     
   0.9721591       0.9721592       0.9721587       0.9721577     
   0.9721563       0.9721547       0.9721529       0.9721510     
   0.9721490       0.9721469       0.9721449       0.9721428     
   0.9721408       0.9721388       0.9721369       0.9721350     
   0.9721332       0.9721314       0.9721297       0.9721281     
   0.9721265       0.9721250       0.9721235       0.9721221     
   0.9721208       0.9721196       0.9721183       0.9721172     
   0.9721161       0.9721150       0.9721140       0.9721131     
   0.9721122       0.9721113       0.9721105       0.9721098     
   0.9721090       0.9721084       0.9721077       0.9721071     
   0.9721065       0.9721060       0.9721055       0.9721050     
   0.9721045       0.9721041       0.9721038       0.9721034     
   0.9721031       0.9721028       0.9721025       0.9721022     
   0.9721020       0.9721017       0.9721016       0.9721014     
   0.9721013       0.9721011       0.9721010       0.9721009     
   0.9721008       0.9721007       0.9721007       0.9721007     
   0.9721007       0.9721006       0.9721007       0.9721007     
   0.9721007       0.9721007       0.9721008       0.9721009     
   0.9721009       0.9721010       0.9721011       0.9721012     
   0.9721013       0.9721014       0.9721016       0.9721017     
   0.9721019       0.9721020       0.9721022       0.9721023     
   0.9721025       0.9721027       0.9721029       0.9721031     
   0.9721033       0.9721035       0.9721037       0.9721039     
   0.9721041       0.9721043       0.9721045       0.9721048     
   0.9721050       0.9721052       0.9721054       0.9721057     
   0.9721059       0.9721062       0.9721065       0.9721067     
   0.9721069       0.9721072       0.9721075       0.9721077     
   0.9721080       0.9721082       0.9721085       0.9721088     
   0.9721090       0.9721093       0.9721096       0.9721099     
   0.9721102       0.9721104       0.9721107       0.9721110     
   0.9721112       0.9721115       0.9721118       0.9721121     
   0.9721124       0.9721127       0.9721130       0.9721133     
   0.9721135       0.9721138       0.9721141       0.9721144     
   0.9721147       0.9721149       0.9721152       0.9721155     
   0.9721158       0.9721161       0.9721164       0.9721166     
   0.9721169       0.9721172       0.9721175       0.9721178     
   0.9721181       0.9721184       0.9721187       0.9721190     
   0.9721193       0.9721196       0.9721199       0.9721202     
   0.9721205       0.9721208       0.9721211       0.9721214     
   0.9721217       0.9721220       0.9721223       0.9721226     
   0.9721228       0.9721231       0.9721234       0.9721237     
   0.9721240       0.9721243       0.9721246    
    0.000000       7.4233519E-08   1.5536803E-07   2.4902008E-07 
   3.6164070E-07   5.0088948E-07   6.7606936E-07   8.9864159E-07 
   1.1828431E-06   1.5464307E-06   2.0115820E-06   2.6059877E-06 
   3.3641727E-06   4.3290929E-06   5.5540604E-06   7.1050563E-06 
   9.0635021E-06   1.1529564E-05   1.4626089E-05   1.8503257E-05 
   2.3344081E-05   2.9370858E-05   3.6852733E-05   4.6114499E-05 
   5.7546818E-05   7.1618037E-05   8.8887740E-05   1.1002234E-04 
   1.3581278E-04   1.6719461E-04   2.0527076E-04   2.5133690E-04 
   3.0691002E-04   3.7376003E-04   4.5394470E-04   5.4984802E-04 
   6.6422223E-04   8.0023322E-04   9.6150948E-04   1.1521947E-03 
