-6.000000 -4.331754 0.000000 0.500000 -276.774296 1.000000 0.000000
-6.000000 -3.190854 0.000000 0.414301 -276.774296 0.135595 0.000002
-6.000000 -2.086070 0.000000 0.212361 -267.021795 0.054002 0.000122
-6.000000 -1.000000 0.000000 -0.066938 -258.612008 0.050085 0.003530
-6.000000 0.085330 0.000000 -0.282411 -254.413221 0.050014 0.044136
-6.000000 1.185049 0.000000 -0.318080 -196.853324 0.050002 0.049579
-6.000000 2.312766 0.000000 -0.321513 -127.535494 0.050000 0.049893
-6.000000 3.480621 0.000000 -0.359415 -95.970711 0.050000 0.049909
-6.000000 4.698747 0.000000 -0.377290 -49.816969 0.050000 0.049919
-6.000000 5.974949 0.000000 -0.409405 -26.248735 0.050000 0.049924
-6.000000 7.314577 0.000000 -0.447714 9.765998 0.050000 0.049932
-6.000000 8.720607 0.000000 -0.436950 78.393191 0.050000 0.049945
-6.000000 10.193859 0.000000 -0.398111 101.533155 0.050000 0.049949
-6.000000 11.733329 0.000000 -0.370927 82.204056 0.050000 0.049945
-6.000000 13.336554 0.000000 -0.376381 35.070732 0.050000 0.049936
-6.000000 15.000000 0.000000 -0.365473 -12.062592 0.050000 0.049928
-4.666667 -4.331754 0.000000 0.500000 -276.774296 1.000000 0.000000
-4.666667 -3.190854 0.086422 0.414301 -276.774296 0.135595 0.000002
-4.666667 -2.086070 0.134681 0.212361 -267.021795 0.054002 0.000122
-4.666667 -1.000000 0.212214 -0.066938 -258.612008 0.050085 0.003530
-4.666667 0.085330 0.006394 -0.282411 -254.413221 0.050014 0.044136
-4.666667 1.185049 0.024113 -0.318080 -196.853324 0.050002 0.049579
-4.666667 2.312766 0.006392 -0.321513 -127.535494 0.050000 0.049893
-4.666667 3.480621 -0.001677 -0.359415 -95.970711 0.050000 0.049909
-4.666667 4.698747 -0.003835 -0.377290 -49.816969 0.050000 0.049919
-4.666667 5.974949 -0.024443 -0.409405 -26.248735 0.050000 0.049924
-4.666667 7.314577 -0.026987 -0.447714 9.765998 0.050000 0.049932
-4.666667 8.720607 -0.013483 -0.436950 78.393191 0.050000 0.049945
-4.666667 10.193859 0.007800 -0.398111 101.533155 0.050000 0.049949
-4.666667 11.733329 -0.001464 -0.370927 82.204056 0.050000 0.049945
-4.666667 13.336554 -0.019200 -0.376381 35.070732 0.050000 0.049936
-4.666667 15.000000 -0.019200 -0.365473 -12.062592 0.050000 0.049928
-3.333333 -4.331754 0.000000 0.500000 -258.977646 1.000000 0.000000
-3.333333 -3.190854 0.218990 0.465025 -258.977646 0.135748 0.000000
-3.333333 -2.086070 0.309057 0.388132 -266.257398 0.054167 0.000008
-3.333333 -1.000000 0.441819 0.321172 -260.681654 0.050107 0.000277
-3.333333 0.085330 0.305997 0.020791 -254.426410 0.049967 0.005468
-3.333333 1.185049 0.078738 -0.296259 -227.398591 0.050008 0.044473
-3.333333 2.312766 0.015133 -0.346256 -177.602146 0.050003 0.047446
-3.333333 3.480621 -0.010282 -0.365326 -103.058202 0.050003 0.047510
-3.333333 4.698747 -0.024757 -0.395360 -38.410515 0.050002 0.047499
-3.333333 5.974949 -0.055363 -0.427470 -19.828912 0.050002 0.047489
-3.333333 7.314577 -0.055676 -0.431221 28.589723 0.050001 0.047487
-3.333333 8.720607 -0.024972 -0.398449 58.248766 0.050001 0.047484
-3.333333 10.193859 -0.012791 -0.380312 41.127764 0.050001 0.047478
-3.333333 11.733329 -0.016237 -0.386979 47.320176 0.050000 0.047477
-3.333333 13.336554 -0.025267 -0.385833 57.740860 0.050000 0.047479
-3.333333 15.000000 -0.025267 -0.388125 68.161543 0.050000 0.047481
-2.000000 -4.331754 0.000000 0.500000 -212.398142 1.000000 0.000000
-2.000000 -3.190854 0.265632 0.502607 -212.398142 0.135882 0.000000
-2.000000 -2.086070 0.333386 0.496181 -230.093013 0.054307 0.000000
-2.000000 -1.000000 0.394581 0.541569 -232.823771 0.050126 0.000010
-2.000000 0.085330 0.461439 0.703466 -224.848662 0.049975 0.000243
-2.000000 1.185049 0.140065 0.759369 -202.805173 0.049973 0.002477
-2.000000 2.312766 0.051225 0.666479 -173.568708 0.049977 0.002580
-2.000000 3.480621 0.004538 0.596952 -123.497358 0.049984 0.002552
-2.000000 4.698747 -0.026450 0.526384 -56.015601 0.049993 0.002537
-2.000000 5.974949 -0.050153 0.467853 -16.411178 0.049997 0.002529
-2.000000 7.314577 -0.058948 0.480948 -4.828029 0.049999 0.002522
-2.000000 8.720607 -0.031201 0.529153 14.291606 0.050001 0.002518
-2.000000 10.193859 -0.035185 0.549240 19.147262 0.050001 0.002517
-2.000000 11.733329 -0.028529 0.549292 24.400373 0.050002 0.002516
-2.000000 13.336554 -0.029748 0.550391 44.602159 0.050004 0.002516
-2.000000 15.000000 -0.029748 0.548193 64.803944 0.050006 0.002517
