115.827792 1.000000 0.000000
115.827792 0.999999 0.000292
115.812647 0.999998 0.000676
115.801345 0.999998 0.001237
115.793439 0.999997 0.002084
115.788597 0.999997 0.003366
115.786557 0.999997 0.005281
115.787111 0.999996 0.008081
115.790094 0.999996 0.012085
115.795382 0.999996 0.017679
115.802892 0.999996 0.025309
115.812576 0.999996 0.035470
115.824424 0.999997 0.048681
115.838462 0.999997 0.065452
115.854748 0.999997 0.086240
115.873373 0.999997 0.111397
115.894450 0.999997 0.141130
115.918102 0.999997 0.175447
115.944436 0.999997 0.214137
115.973504 0.999997 0.256760
116.005239 0.999998 0.302662
116.039398 0.999998 0.351012
116.075505 0.999999 0.400868
115.917314 0.999999 0.451238
115.763737 1.000000 0.501238
115.617931 1.000001 0.549926
115.482036 1.000001 0.596430
115.357255 1.000002 0.639984
115.243972 1.000002 0.679971
115.141950 1.000002 0.715950
115.050521 1.000003 0.747667
114.968773 1.000003 0.775053
114.895682 1.000003 0.798206
114.830209 1.000003 0.817368
114.771360 1.000003 0.832886
114.718220 1.000003 0.845178
114.669969 1.000003 0.854697
114.625885 1.000003 0.861901
114.585340 1.000003 0.867225
114.547792 1.000003 0.871066
114.512781 1.000003 0.873767
114.479913 1.000003 0.875618
114.448856 1.000003 0.876850
114.419329 1.000003 0.877646
114.391097 1.000003 0.878143
114.363965 1.000003 0.878440
114.337769 1.000003 0.878608
114.312376 1.000003 0.878696
114.287676 1.000003 0.878736
114.263582 1.000003 0.878748
114.240026 1.000003 0.878744
114.216954 1.000003 0.878733
114.194329 1.000003 0.878718
114.172125 1.000003 0.878702
114.150329 1.000003 0.878687
114.128937 1.000003 0.878673
114.107953 1.000003 0.878659
114.087393 1.000003 0.878647
114.067277 1.000003 0.878636
114.047634 1.000003 0.878625
114.028498 1.000003 0.878616
114.009911 1.000003 0.878607
113.991918 1.000003 0.878599
113.974571 1.000003 0.878592
113.957923 1.000003 0.878585
113.942034 1.000003 0.878579
113.926964 1.000003 0.878573
113.912775 1.000003 0.878567
113.899527 1.000002 0.878562
113.887280 1.000002 0.878556
113.876086 1.000002 0.878549
113.865992 1.000002 0.878542
113.857031 1.000002 0.878534
113.849222 1.000002 0.878523
113.842565 1.000002 0.878509
113.837034 1.000002 0.878492
113.832579 1.000002 0.878470
113.829125 1.000001 0.878444
113.826576 1.000001 0.878411
113.824822 1.000001 0.878374
113.823760 1.000000 0.878331
